provinsi,jenis,daerah,tahun,periode,gk,gk_scaled,provinsi_encoded,jenis_encoded,daerah_encoded,periode_encoded,pulau,gk_category,gk_category_encoded,pulau_encoded,cluster,pca1,pca2,Cluster
LAMPUNG,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,111553.0,0.0764204483417083,18,1,0,1,Sumatra,Sangat Rendah,2,5,1,-193357.7205792389,1.2451087775977676,1
LAMPUNG,NONMAKANAN,PERDESAAN,2022,MARET,120198.0,0.08690836388517523,18,1,0,0,Sumatra,Sangat Rendah,2,5,1,-184712.7205758688,1.2650016077726036,1
LAMPUNG,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,130606.0,0.09953511055682401,18,1,0,1,Sumatra,Sangat Rendah,2,5,1,-174304.7205759139,1.28664921594115,1
LAMPUNG,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,115110.0,0.08073571908642915,18,1,1,0,Sumatra,Sangat Rendah,2,5,1,-189800.72057907845,1.2525996592863926,1
LAMPUNG,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,121713.0,0.08874632710649996,18,1,1,1,Sumatra,Sangat Rendah,2,5,1,-183197.72057906853,1.2663534075426774,1
LAMPUNG,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,129270.0,0.09791430602633566,18,1,1,0,Sumatra,Sangat Rendah,2,5,1,-175640.7205756827,1.2839890709410255,1
LAMPUNG,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,139260.0,0.11003394469368494,18,1,1,1,Sumatra,Sangat Rendah,2,5,1,-165650.72057572176,1.3047694955502251,1
LAMPUNG,TOTAL,PERKOTAAN,2013,MARET,310464.0,0.3177347072967746,18,2,2,0,Sumatra,Rendah,1,5,0,5553.27939393511,1.643484507643688,0
LAMPUNG,TOTAL,PERKOTAAN,2013,SEPTEMBER,326468.0,0.33715039270540903,18,2,2,1,Sumatra,Rendah,1,5,0,21557.279393809033,1.676741587578075,0
LAMPUNG,TOTAL,PERKOTAAN,2014,MARET,336927.0,0.34983901140629053,18,2,2,0,Sumatra,Rendah,1,5,0,32016.279397152888,1.7003977454482744,0
LAMPUNG,TOTAL,PERKOTAAN,2014,SEPTEMBER,350024.0,0.3657279911486603,18,2,2,1,Sumatra,Rendah,1,5,0,45113.279397068836,1.7276239579017272,0
LAMPUNG,TOTAL,PERDESAAN,2013,MARET,265105.0,0.26270620976801623,18,2,0,0,Sumatra,Rendah,1,5,0,-39805.72060604335,1.5490492928673625,0
LAMPUNG,TOTAL,PERDESAAN,2013,SEPTEMBER,284504.0,0.2862406312402794,18,2,0,1,Sumatra,Rendah,1,5,0,-20406.720606218558,1.5893496459691967,0
LAMPUNG,TOTAL,PERDESAAN,2014,MARET,295931.0,0.30010360531953867,18,2,0,0,Sumatra,Rendah,1,5,0,-8979.72060288873,1.6150140183978863,0
LAMPUNG,TOTAL,PERDESAAN,2014,SEPTEMBER,307818.0,0.31452464083893616,18,2,0,1,Sumatra,Rendah,1,5,0,2907.2793970447383,1.6397299626532238,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2013,MARET,313294.0,0.32116799833066834,18,2,1,0,Sumatra,Rendah,1,5,0,8383.279393576784,1.6491889552967542,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2013,SEPTEMBER,313294.0,0.32116799833066834,18,2,1,1,Sumatra,Rendah,1,5,0,8383.279393682256,1.6492441077578555,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2014,MARET,313294.0,0.32116799833066834,18,2,1,0,Sumatra,Rendah,1,5,0,8383.279397177452,1.6512020052279581,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2014,SEPTEMBER,313294.0,0.32116799833066834,18,2,1,1,Sumatra,Rendah,1,5,0,8383.279397282924,1.6512571576890593,0
LAMPUNG,TOTAL,PERKOTAAN,2015,MARET,370839.0,0.39098027131491403,18,2,2,0,Sumatra,Rendah,1,5,2,65928.27940026287,1.7727646921849107,2
LAMPUNG,TOTAL,PERKOTAAN,2015,SEPTEMBER,386728.0,0.4102564413635139,18,2,2,1,Sumatra,Rendah,1,5,2,81817.27940013842,1.8057831929103862,2
LAMPUNG,TOTAL,PERKOTAAN,2016,MARET,392488.0,0.41724434113567926,18,2,2,0,Sumatra,Rendah,1,5,2,87577.27940355026,1.819690796844256,2
LAMPUNG,TOTAL,PERKOTAAN,2016,SEPTEMBER,398378.0,0.42438995392353585,18,2,2,1,Sumatra,Rendah,1,5,2,93467.27940357052,1.8319653540052876,2
LAMPUNG,TOTAL,PERDESAAN,2015,MARET,326283.0,0.33692595495231,18,2,0,0,Sumatra,Rendah,1,5,0,21372.27940027276,1.679995382667336,0
LAMPUNG,TOTAL,PERDESAAN,2015,SEPTEMBER,346088.0,0.3609529263043473,18,2,0,1,Sumatra,Rendah,1,5,0,41177.27940009168,1.7211380241067182,0
LAMPUNG,TOTAL,PERDESAAN,2016,MARET,354678.0,0.37137411711040635,18,2,0,0,Sumatra,Rendah,1,5,0,49767.27940346254,1.7409167511816435,0
LAMPUNG,TOTAL,PERDESAAN,2016,SEPTEMBER,357792.0,0.37515195042473326,18,2,0,1,Sumatra,Rendah,1,5,0,52881.27940352296,1.7474322136997174,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2015,MARET,337996.0,0.35113589766609,18,2,1,0,Sumatra,Rendah,1,5,0,33085.279400420666,1.7044618692334694,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,356772.0,0.37391450984007896,18,2,1,1,Sumatra,Rendah,1,5,0,51861.27940025448,1.7434697454035444,0
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2016,MARET,364922.0,0.3838019027468754,18,2,1,0,Sumatra,Rendah,1,5,2,60011.27940363169,1.7623356476791514,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,368592.0,0.3882542624975433,18,2,1,1,Sumatra,Rendah,1,5,2,63681.27940368408,1.7700045888072715,2
LAMPUNG,TOTAL,PERKOTAAN,2017,MARET,420227.0,0.45089665915305677,18,2,2,0,Sumatra,Menengah,0,5,2,115316.27940957341,1.8800092322108028,2
LAMPUNG,TOTAL,PERKOTAAN,2017,SEPTEMBER,427072.0,0.4592008560177221,18,2,2,1,Sumatra,Menengah,0,5,2,122161.27940957987,1.8942650341067093,2
LAMPUNG,TOTAL,PERKOTAAN,2018,MARET,444246.0,0.4800359585675775,18,2,2,0,Sumatra,Menengah,0,5,2,139335.27941282652,1.9318521431755578,2
LAMPUNG,TOTAL,PERKOTAAN,2018,SEPTEMBER,453053.0,0.49072040879213663,18,2,2,1,Sumatra,Menengah,0,5,2,148142.27941280458,1.9501783138356856,2
LAMPUNG,TOTAL,PERDESAAN,2017,MARET,371894.0,0.39226017309610056,18,2,0,0,Sumatra,Rendah,1,5,2,66983.27940681408,1.778646145987885,2
LAMPUNG,TOTAL,PERDESAAN,2017,SEPTEMBER,377049.0,0.3985141007567798,18,2,0,1,Sumatra,Rendah,1,5,2,72138.27940684499,1.7893958708136957,2
LAMPUNG,TOTAL,PERDESAAN,2018,MARET,385965.0,0.40933078727911076,18,2,0,0,Sumatra,Rendah,1,5,2,81054.27941021114,1.8098509180808406,2
LAMPUNG,TOTAL,PERDESAAN,2018,SEPTEMBER,392201.0,0.4168961593241148,18,2,0,1,Sumatra,Rendah,1,5,2,87290.27941022639,1.8228432874704232,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2017,MARET,384881.0,0.4080157033636546,18,2,1,0,Sumatra,Rendah,1,5,2,79970.27940694359,1.8057556752684008,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,390183.0,0.41444796804976936,18,2,1,1,Sumatra,Rendah,1,5,2,85272.27940697235,1.8168103665612527,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2018,MARET,402307.0,0.42915652652854236,18,2,1,0,Sumatra,Menengah,0,5,2,97396.27941311599,1.8446787421000828,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,409880.0,0.43834391628107855,18,2,1,1,Sumatra,Menengah,0,5,2,104969.27941311186,1.8604448541184944,2
LAMPUNG,TOTAL,PERKOTAAN,2019,MARET,463654.0,0.5035812986332348,18,2,2,0,Sumatra,Menengah,0,5,2,158743.27941614634,1.9741290651638437,2
LAMPUNG,TOTAL,PERKOTAAN,2019,SEPTEMBER,477071.0,0.5198584950296136,18,2,2,1,Sumatra,Menengah,0,5,2,172160.2794160577,2.0020191501986204,2
LAMPUNG,TOTAL,PERKOTAAN,2020,MARET,500720.0,0.5485489189379362,18,2,2,0,Sumatra,Menengah,0,5,2,195809.27941921068,2.053039306030122,2
LAMPUNG,TOTAL,PERKOTAAN,2020,SEPTEMBER,504330.0,0.5529284880659774,18,2,2,1,Sumatra,Menengah,0,5,2,199419.27941926394,2.0605837710492416,2
LAMPUNG,TOTAL,PERDESAAN,2019,MARET,398937.0,0.4250681198910081,18,2,0,0,Sumatra,Rendah,1,5,2,94026.27941362408,1.838775702777319,2
LAMPUNG,TOTAL,PERDESAAN,2019,SEPTEMBER,416694.0,0.4466105046573866,18,2,0,1,Sumatra,Menengah,0,5,2,111783.27941629651,1.876427565340201,2
LAMPUNG,TOTAL,PERDESAAN,2020,MARET,433843.0,0.46741527778114766,18,2,0,0,Sumatra,Menengah,0,5,2,128932.27941954357,1.9139628093636318,2
LAMPUNG,TOTAL,PERDESAAN,2020,SEPTEMBER,437107.0,0.4713750876520414,18,2,0,1,Sumatra,Menengah,0,5,2,132196.27941960184,1.9207894621542003,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2019,MARET,418309.0,0.44856978558308924,18,2,1,0,Sumatra,Menengah,0,5,2,113398.27941648505,1.8798895703009393,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,434675.0,0.46842464108157156,18,2,1,1,Sumatra,Menengah,0,5,2,129764.27941635373,1.9138976560929457,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2020,MARET,453732.0,0.49154415600486234,18,2,1,0,Sumatra,Menengah,0,5,2,148821.2794195732,1.9553912403825002,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,457495.0,0.4961093412206017,18,2,1,1,Sumatra,Menengah,0,5,2,152584.2794196242,1.963253119479564,2
LAMPUNG,TOTAL,PERKOTAAN,2021,MARET,516003.0,0.5670899036980063,18,2,2,0,Sumatra,Menengah,0,5,3,211092.27942259022,2.086758495524826,3
LAMPUNG,TOTAL,PERKOTAAN,2021,SEPTEMBER,535133.0,0.5902979805454929,18,2,2,1,Sumatra,Menengah,0,5,3,230222.2794224189,2.126500780737988,3
LAMPUNG,TOTAL,PERKOTAAN,2022,MARET,560467.0,0.6210326077725826,18,2,2,0,Sumatra,Menengah,0,5,3,255556.27942554746,2.1810166406304994,3
LAMPUNG,TOTAL,PERKOTAAN,2022,SEPTEMBER,595992.0,0.6641307222528212,18,2,2,1,Sumatra,Menengah,0,5,3,291081.27942513896,2.2547720226272503,3
LAMPUNG,TOTAL,PERDESAAN,2021,MARET,451211.0,0.4884857366774963,18,2,0,0,Sumatra,Menengah,0,5,2,146300.2794228929,1.9520075436459976,2
LAMPUNG,TOTAL,PERDESAAN,2021,SEPTEMBER,472918.0,0.5148201707668006,18,2,0,1,Sumatra,Menengah,0,5,2,168007.27942268434,1.9970960777406077,2
LAMPUNG,TOTAL,PERDESAAN,2022,MARET,492623.0,0.53872582441446,18,2,0,0,Sumatra,Menengah,0,5,2,187712.27942589438,2.039934004007332,2
LAMPUNG,TOTAL,PERDESAAN,2022,SEPTEMBER,523159.0,0.5757713986232866,18,2,0,1,Sumatra,Menengah,0,5,3,218248.279425558,2.103339197540933,3
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2021,MARET,471439.0,0.513025881919052,18,2,1,0,Sumatra,Menengah,0,5,2,166528.27942291764,1.9941392646807046,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,492620.0,0.5387221848833287,18,2,1,1,Sumatra,Menengah,0,5,2,187709.27942271665,2.038136558219769,2
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2022,MARET,514039.0,0.5647072239840248,18,2,1,0,Sumatra,Menengah,0,5,3,209128.27942590188,2.08453035200019,3
LAMPUNG,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,545992.0,0.6034718700638858,18,2,1,1,Sumatra,Menengah,0,5,3,241081.279425545,2.1508752563079483,3
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2015,MARET,330178.0,0.34165127953782803,16,0,2,0,,Rendah,1,6,0,25267.279403141874,-0.23255688958573728,0
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2015,SEPTEMBER,362214.0,0.38051661931232267,16,0,2,1,,Rendah,1,6,0,57303.27940278384,-0.16603979332719732,0
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2016,MARET,365938.0,0.3850344906233546,16,0,2,0,,Rendah,1,6,2,61027.279406225134,-0.15635607869197798,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2016,SEPTEMBER,387559.0,0.41126459148689404,16,0,2,1,,Rendah,1,6,2,82648.2794060178,-0.1114459603535991,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2015,MARET,375657.0,0.39682535831183985,16,0,0,0,,Rendah,1,6,2,70746.27940184908,-0.13853942454337087,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2015,SEPTEMBER,406405.0,0.4341281260539475,16,0,0,1,,Menengah,0,6,2,101494.27940433356,-0.07393640978069627,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2016,MARET,409399.0,0.437760378123021,16,0,0,0,,Menengah,0,6,2,104488.27940778545,-0.06576715447161519,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2016,SEPTEMBER,427177.0,0.45932823960731883,16,0,0,1,,Menengah,0,6,2,122266.2794076337,-0.028829730914534224,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,353260.0,0.36965383206232816,16,0,1,0,,Rendah,1,6,0,48349.27940249053,-0.18483760594235932,0
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,384643.0,0.4077269672272353,16,0,1,1,,Rendah,1,6,2,79732.27940214192,-0.11967522467007541,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,388454.0,0.41235038494107595,16,0,1,0,,Rendah,1,6,2,83543.279405582,-0.10981101967680829,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,407858.0,0.435890872298558,16,0,1,1,,Menengah,0,6,2,102947.27940823056,-0.06874228792194614,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2017,MARET,400464.0,0.42692064123685824,16,0,2,0,,Menengah,0,6,2,95553.27941215009,-0.08195732079598983,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2017,SEPTEMBER,421894.0,0.4529190252850359,16,0,2,1,,Menengah,0,6,2,116983.27941194549,-0.037443451404588046,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2018,MARET,442588.0,0.47802451102899246,16,0,2,0,,Menengah,0,6,2,137677.27941514127,0.007446256058784684,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2018,SEPTEMBER,469429.0,0.5105873960610567,16,0,2,1,,Menengah,0,6,2,164518.27941485838,0.06318579587994932,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2017,MARET,449106.0,0.4859319990003421,16,0,0,0,,Menengah,0,6,2,144195.27941081155,0.018622109792371333,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2017,SEPTEMBER,464559.0,0.5046792238578545,16,0,0,1,,Menengah,0,6,2,159648.27941069345,0.05073608412579844,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2018,MARET,472431.0,0.5142293535464804,16,0,0,0,,Menengah,0,6,2,167520.27941407473,0.06902524709638413,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2018,SEPTEMBER,495542.0,0.5422670882052502,16,0,0,1,,Menengah,0,6,2,190631.2794138458,0.11702652214153275,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,424845.0,0.45649911074122684,16,0,1,0,,Menengah,0,6,2,119934.27941147995,-0.03154312939281212,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,441580.0,0.47680162856886354,16,0,1,1,,Menengah,0,6,2,136669.27941134328,0.003230484469529671,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,457834.0,0.4965206082384427,16,0,1,0,,Menengah,0,6,2,152923.2794146033,0.03890895986707932,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,482102.0,0.5259619887368643,16,0,1,1,,Menengah,0,6,2,177191.27941435762,0.08931054921406556,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2019,MARET,480596.0,0.5241349441089336,16,0,2,0,,Menengah,0,6,2,175685.279418192,0.08831077183631919,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2019,SEPTEMBER,504235.0,0.5528132362468184,16,0,2,1,,Menengah,0,6,2,199324.27941795543,0.13740743664065036,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2020,MARET,507398.0,0.5566505152362905,16,0,2,0,,Menengah,0,6,2,202487.27942140482,0.14592729965674422,2
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2020,SEPTEMBER,511872.0,0.5620782693301564,16,0,2,1,,Menengah,0,6,2,206961.27942144556,0.15526422064543155,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2019,MARET,507100.0,0.5562889884772444,16,0,0,0,,Menengah,0,6,2,202189.2794171737,0.14296266740820585,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2019,SEPTEMBER,541062.0,0.5974909072380569,16,0,0,1,,Menengah,0,6,3,236151.2794167878,0.21347544676557106,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2020,MARET,543077.0,0.5999354589812709,16,0,0,0,,Menengah,0,6,3,238166.27942025382,0.21961366689617634,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2020,SEPTEMBER,546174.0,0.6036926682858536,16,0,0,1,,Menengah,0,6,3,241263.27942031447,0.22609386118336872,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,492693.0,0.5388107468075246,16,0,1,0,,Menengah,0,6,2,187782.27941769955,0.11324055452405801,2
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,521298.0,0.5735136761448145,16,0,1,1,,Menengah,0,6,3,216387.27941739117,0.1726396919497546,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,524371.0,0.5772417692003464,16,0,1,0,,Menengah,0,6,3,219460.27942084183,0.18097284080235454,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,528771.0,0.5825797481929728,16,0,1,1,,Menengah,0,6,3,223860.27942088363,0.19015624125660935,3
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2021,MARET,525236.0,0.5782911673432151,16,0,2,0,,Menengah,0,6,3,220325.27942474734,0.18494709679292853,3
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2021,SEPTEMBER,538158.0,0.5939678411029234,16,0,2,1,,Menengah,0,6,3,233247.27942466584,0.21181025392847275,3
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2022,MARET,561881.0,0.6227480401124857,16,0,2,0,,Menengah,0,6,3,256970.2794278178,0.2629839302944035,3
KEP. BANGKA BELITUNG,MAKANAN,PERKOTAAN,2022,SEPTEMBER,605177.0,0.6752737533999286,16,0,2,1,,Tinggi,3,6,3,300266.2794188252,0.3505870260763153,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2021,MARET,566074.0,0.6278348914570498,16,0,0,0,,Menengah,0,6,3,261163.27942352172,0.2693363348043363,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2021,SEPTEMBER,576533.0,0.6405235101579313,16,0,0,1,,Menengah,0,6,3,271622.27942347585,0.2910897476655343,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2022,MARET,600254.0,0.6693012828134061,16,0,0,0,,Tinggi,3,6,3,295343.27941815613,0.33998525789598943,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAAN,2022,SEPTEMBER,641806.0,0.7197112153364988,16,0,0,1,,Tinggi,3,6,3,336895.27941766044,0.42624426504154656,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,544017.0,0.6010758454024229,16,0,1,0,,Menengah,0,6,3,239106.27942415827,0.22374351802299586,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,555279.0,0.6147386452694588,16,0,1,1,,Menengah,0,6,3,250368.27942410077,0.24716283614294454,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,579537.0,0.6441678939974426,16,0,1,0,,Menengah,0,6,3,274626.2794272449,0.29944642448076664,3
KEP. BANGKA BELITUNG,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,622068.0,0.6957655268463947,16,0,1,1,,Tinggi,3,6,3,317157.27941826335,0.38546244987296063,3
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2015,MARET,145300.0,0.11736153403810831,16,1,2,0,,Sangat Rendah,2,6,1,-159610.720595503,-0.6160803264941244,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,154621.0,0.12866955726316964,16,1,2,1,,Sangat Rendah,2,6,1,-150289.7205955324,-0.5966878105002493,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2016,MARET,155835.0,0.130142354194317,16,1,2,0,,Sangat Rendah,2,6,1,-149075.72059205477,-0.5922113464247616,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,166122.0,0.14262230644366855,16,1,2,1,,Sangat Rendah,2,6,1,-138788.72059209814,-0.570814765076026,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2015,MARET,125875.0,0.09379556996270694,16,1,0,0,,Sangat Rendah,2,6,1,-179035.7205958567,-0.6567128177580699,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,136327.0,0.10647569642428198,16,1,0,1,,Sangat Rendah,2,6,1,-168583.72059590244,-0.6349739271095878,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2016,MARET,137599.0,0.10801885762396851,16,1,0,0,,Sangat Rendah,2,6,1,-167311.72059242567,-0.630377136128736,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,146405.0,0.1187020946714838,16,1,0,1,,Sangat Rendah,2,6,1,-158505.72059244761,-0.6120530400704247,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,135441.0,0.10540082156349406,16,1,1,0,,Sangat Rendah,2,6,1,-169469.7205956777,-0.636700501292232,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,145336.0,0.11740520841168436,16,1,1,1,,Sangat Rendah,2,6,1,-159574.72059571542,-0.6161171638556127,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,145776.0,0.11793900631094698,16,1,1,0,,Sangat Rendah,2,6,1,-159134.7205922266,-0.6132464415861953,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,156533.0,0.13098915177087453,16,1,1,1,,Sangat Rendah,2,6,1,-148377.72059227678,-0.5908747973836448,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2017,MARET,170765.0,0.1482550874579331,16,1,2,0,,Sangat Rendah,2,6,1,-134145.72058867017,-0.559224491371328,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,173137.0,0.15113274340577618,16,1,2,1,,Sangat Rendah,2,6,1,-131773.720588599,-0.5542483834011911,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2018,MARET,180347.0,0.15987974989142065,16,1,2,0,,Sangat Rendah,2,6,1,-124563.72058520815,-0.5373326068332069,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,186718.0,0.1676089008373348,16,1,2,1,,Sangat Rendah,2,6,1,-118192.72058519485,-0.5240601661983817,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2017,MARET,153836.0,0.12771721328380337,16,1,0,0,,Sangat Rendah,2,6,1,-151074.72058905996,-0.5946787765009702,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,158552.0,0.13343855622226375,16,1,0,1,,Sangat Rendah,2,6,1,-146358.72058902273,-0.5848398018726577,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2018,MARET,165869.0,0.14231537265159255,16,1,0,0,,Sangat Rendah,2,6,1,-139041.72058563345,-0.5677020429103017,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,176561.0,0.15528666160367446,16,1,0,1,,Sangat Rendah,2,6,1,-128349.72058568266,-0.5454652478258311,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,162685.0,0.13845261694420113,16,1,1,0,,Sangat Rendah,2,6,1,-142225.72058887064,-0.5761539495376589,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,166347.0,0.14289527127851875,16,1,1,1,,Sangat Rendah,2,6,1,-138563.72058881813,-0.5685016052240712,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,173633.0,0.15173447921949043,16,1,1,0,,Sangat Rendah,2,6,1,-131277.72058542838,-0.551428158918025,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,182017.0,0.1619057555545311,16,1,1,1,,Sangat Rendah,2,6,1,-122893.72058544421,-0.5339795448263303,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2019,MARET,190458.0,0.17214618298106715,16,1,2,0,,Sangat Rendah,2,6,1,-114452.72058175382,-0.5143432579340939,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,200912.0,0.18482873579672976,16,1,2,1,,Rendah,1,6,1,-103998.72057897571,-0.49184221243803705,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2020,MARET,203236.0,0.18764815924647146,16,1,2,0,,Rendah,1,6,1,-101674.72057551416,-0.48506294034609354,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,204588.0,0.18928837460966028,16,1,2,1,,Rendah,1,6,1,-100322.72057542825,-0.48220292622891137,1
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2019,MARET,178334.0,0.15743762450229412,16,1,0,0,,Sangat Rendah,2,6,1,-126576.72058221314,-0.5398290813348474,1
